"Aktuell: Zeit (s)","Aktuell: Potenzial 1 (V)","Aktuell: Potenzial 2 (V)","Aktuell: Potenzial 3 (V)"
72.59,0.0259399414062,-0.0265121459961,4.9919128418
72.6,0.0259399414062,-0.0295639038086,4.98580932617
72.61,0.0259399414062,-0.0234603881836,4.98580932617
72.62,0.0259399414062,-0.0326156616211,4.98886108398
72.63,0.0228881835938,-0.0265121459961,4.98886108398
72.64,0.0228881835938,-0.0295639038086,4.9919128418
72.65,0.0167846679688,-0.0265121459961,4.9919128418
72.66,0.0198364257812,-0.0265121459961,4.9919128418
72.67,0.0137329101562,-0.0265121459961,4.9919128418
72.68,0.0198364257812,-0.0265121459961,4.98580932617
72.69,0.0167846679688,-0.0295639038086,4.9919128418
72.7,0.0198364257812,-0.0265121459961,4.98886108398
72.71,0.0259399414062,-0.0356674194336,4.9919128418
72.72,0.0259399414062,-0.0295639038086,4.9919128418
72.73,0.0259399414062,-0.0356674194336,4.98886108398
72.74,0.0228881835938,-0.0326156616211,4.98886108398
72.75,0.0259399414062,-0.0295639038086,4.98886108398
72.76,0.0228881835938,-0.0417709350586,4.98580932617
72.77,0.0259399414062,-0.0295639038086,4.98580932617
72.78,0.0259399414062,-0.0356674194336,4.98886108398
72.79,0.0259399414062,-0.0295639038086,4.98580932617
72.8,0.0259399414062,-0.0295639038086,4.98275756836
72.81,0.0259399414062,-0.0234603881836,4.9919128418
72.82,0.0259399414062,-0.0326156616211,4.98580932617
72.83,0.0198364257812,-0.0265121459961,4.98580932617
72.84,0.0228881835938,-0.0295639038086,4.9919128418
72.85,0.0167846679688,-0.0265121459961,4.9919128418
72.86,0.0137329101562,-0.0234603881836,4.9919128418
72.87,0.0167846679688,-0.0295639038086,4.9919128418
72.88,0.0167846679688,-0.0265121459961,4.98580932617
72.89,0.0198364257812,-0.0295639038086,4.9919128418
72.9,0.0259399414062,-0.0265121459961,4.98886108398
72.91,0.0228881835938,-0.0326156616211,4.98886108398
72.92,0.0259399414062,-0.0295639038086,4.9919128418
72.93,0.0289916992188,-0.0356674194336,4.9919128418
72.94,0.0198364257812,-0.0326156616211,4.98886108398
72.95,0.0259399414062,-0.0295639038086,4.9919128418
72.96,0.0228881835938,-0.0356674194336,4.98886108398
72.97,0.0259399414062,-0.0265121459961,4.98580932617
72.98,0.0259399414062,-0.0295639038086,4.98886108398
72.99,0.0259399414062,-0.0265121459961,4.98580932617
73,0.0259399414062,-0.0326156616211,4.98580932617
73.01,0.0259399414062,-0.0265121459961,4.9919128418
73.02,0.0228881835938,-0.0265121459961,4.98580932617
73.03,0.0167846679688,-0.0265121459961,4.98886108398
73.04,0.0228881835938,-0.0265121459961,4.9919128418
73.05,0.0106811523438,-0.0265121459961,4.9919128418
73.06,0.0167846679688,-0.0265121459961,4.98580932617
73.07,0.0167846679688,-0.0295639038086,4.9919128418
73.08,0.0137329101562,-0.0265121459961,4.9919128418
73.09,0.0228881835938,-0.0356674194336,4.9919128418
73.1,0.0228881835938,-0.0265121459961,4.98886108398
73.11,0.0259399414062,-0.0356674194336,4.9919128418
73.12,0.0259399414062,-0.0356674194336,4.98886108398
73.13,0.0259399414062,-0.0295639038086,4.98886108398
73.14,0.0228881835938,-0.0417709350586,4.98886108398
73.15,0.0259399414062,-0.0295639038086,4.98580932617
73.16,0.0259399414062,-0.0326156616211,4.98886108398
73.17,0.0259399414062,-0.0295639038086,4.98580932617
73.18,0.0259399414062,-0.0295639038086,4.98275756836
73.19,0.0228881835938,-0.0234603881836,4.9919128418
73.2,0.0228881835938,-0.0295639038086,4.98580932617
73.21,0.0167846679688,-0.0265121459961,4.98580932617
73.22,0.0228881835938,-0.0295639038086,4.9919128418
73.23,0.0137329101562,-0.0265121459961,4.9919128418
73.24,0.0137329101562,-0.0265121459961,4.9919128418
73.25,0.0198364257812,-0.0295639038086,4.9919128418
73.26,0.0137329101562,-0.0265121459961,4.98275756836
73.27,0.0198364257812,-0.0295639038086,4.9919128418
73.28,0.0228881835938,-0.0265121459961,4.9919128418
73.29,0.0228881835938,-0.0326156616211,4.98886108398
73.3,0.0259399414062,-0.0326156616211,4.9919128418
73.31,0.0289916992188,-0.0295639038086,4.98886108398
73.32,0.0198364257812,-0.0356674194336,4.98886108398
73.33,0.0259399414062,-0.0295639038086,4.9919128418
73.34,0.0228881835938,-0.0326156616211,4.98886108398
73.35,0.0259399414062,-0.0265121459961,4.98886108398
73.36,0.0259399414062,-0.0295639038086,4.98580932617
73.37,0.0259399414062,-0.0234603881836,4.98886108398
73.38,0.0259399414062,-0.0326156616211,4.98886108398
73.39,0.0228881835938,-0.0265121459961,4.98886108398
73.4,0.0228881835938,-0.0265121459961,4.9919128418
73.41,0.0137329101562,-0.0265121459961,4.9919128418
73.42,0.0198364257812,-0.0265121459961,4.9919128418
73.43,0.0106811523438,-0.0265121459961,4.9919128418
73.44,0.0198364257812,-0.0265121459961,4.98580932617
73.45,0.0198364257812,-0.0295639038086,4.9919128418
73.46,0.0198364257812,-0.0265121459961,4.98886108398
73.47,0.0228881835938,-0.0387191772461,4.98886108398
73.48,0.0259399414062,-0.0265121459961,4.98886108398
73.49,0.0259399414062,-0.0356674194336,4.98886108398
73.5,0.0198364257812,-0.0326156616211,4.9919128418
73.51,0.0259399414062,-0.0295639038086,4.98886108398
73.52,0.0228881835938,-0.0356674194336,4.98886108398
73.53,0.0259399414062,-0.0265121459961,4.98580932617
73.54,0.0259399414062,-0.0295639038086,4.9919128418
73.55,0.0259399414062,-0.0265121459961,4.98580932617
73.56,0.0259399414062,-0.0326156616211,4.98580932617
73.57,0.0228881835938,-0.0265121459961,4.9919128418
73.58,0.0228881835938,-0.0265121459961,4.98275756836
73.59,0.0137329101562,-0.0265121459961,4.98886108398
73.6,0.0228881835938,-0.0234603881836,4.9919128418
73.61,0.0106811523438,-0.0265121459961,4.9919128418
73.62,0.0137329101562,-0.0234603881836,4.98886108398
73.63,0.0198364257812,-0.0295639038086,4.9919128418
73.64,0.0137329101562,-0.0265121459961,4.98886108398
73.65,0.0228881835938,-0.0356674194336,4.9919128418
73.66,0.0228881835938,-0.0234603881836,4.98886108398
73.67,0.0259399414062,-0.0326156616211,4.98886108398
73.68,0.0228881835938,-0.0356674194336,4.9919128418
73.69,0.0259399414062,-0.0295639038086,4.98886108398
73.7,0.0228881835938,-0.0417709350586,4.98886108398
73.71,0.0259399414062,-0.0295639038086,4.98886108398
73.72,0.0259399414062,-0.0326156616211,4.98886108398
73.73,0.0228881835938,-0.0295639038086,4.98580932617
73.74,0.0259399414062,-0.0295639038086,4.98275756836
73.75,0.0259399414062,-0.0204086303711,4.9919128418
73.76,0.0259399414062,-0.0295639038086,4.98580932617
73.77,0.0228881835938,-0.0234603881836,4.98580932617
73.78,0.0228881835938,-0.0295639038086,4.9919128418
73.79,0.0137329101562,-0.0265121459961,4.9919128418
73.8,0.0137329101562,-0.0234603881836,4.9919128418
73.81,0.0167846679688,-0.0265121459961,4.9919128418
73.82,0.0167846679688,-0.0265121459961,4.98275756836
73.83,0.0198364257812,-0.0295639038086,4.9919128418
73.84,0.0228881835938,-0.0265121459961,4.98886108398
73.85,0.0228881835938,-0.0356674194336,4.98886108398
73.86,0.0259399414062,-0.0295639038086,4.9919128418
73.87,0.0259399414062,-0.0295639038086,4.98886108398
73.88,0.0198364257812,-0.0326156616211,4.98886108398
73.89,0.0259399414062,-0.0295639038086,4.9919128418
73.9,0.0228881835938,-0.0356674194336,4.98886108398
73.91,0.0259399414062,-0.0265121459961,4.98580932617
73.92,0.0259399414062,-0.0295639038086,4.98886108398
73.93,0.0259399414062,-0.0265121459961,4.98580932617
73.94,0.0259399414062,-0.0326156616211,4.98580932617
73.95,0.0228881835938,-0.0234603881836,4.9919128418
73.96,0.0228881835938,-0.0265121459961,4.98580932617
73.97,0.0167846679688,-0.0265121459961,4.98580932617
73.98,0.0228881835938,-0.0265121459961,4.9919128418
73.99,0.0106811523438,-0.0265121459961,4.9919128418
74,0.0106811523438,-0.0234603881836,4.98886108398
74.01,0.0198364257812,-0.0265121459961,4.9919128418
74.02,0.0137329101562,-0.0234603881836,4.98886108398
74.03,0.0198364257812,-0.0326156616211,4.9919128418
74.04,0.0259399414062,-0.0265121459961,4.98886108398
74.05,0.0228881835938,-0.0356674194336,4.9919128418
74.06,0.0259399414062,-0.0326156616211,4.9919128418
74.07,0.0259399414062,-0.0265121459961,4.98580932617
74.08,0.0198364257812,-0.0387191772461,4.98886108398
74.09,0.0259399414062,-0.0326156616211,4.9919128418
74.1,0.0259399414062,-0.0326156616211,4.98886108398
74.11,0.0259399414062,-0.0295639038086,4.98580932617
74.12,0.0228881835938,-0.0295639038086,4.98580932617
74.13,0.0259399414062,-0.0204086303711,4.9919128418
74.14,0.0259399414062,-0.0295639038086,4.98580932617
74.15,0.0228881835938,-0.0234603881836,4.98580932617
74.16,0.0228881835938,-0.0295639038086,4.9919128418
74.17,0.0106811523438,-0.0265121459961,4.9919128418
74.18,0.0137329101562,-0.0204086303711,4.9919128418
74.19,0.0167846679688,-0.0265121459961,4.9919128418
74.2,0.0167846679688,-0.0234603881836,4.98275756836
74.21,0.0198364257812,-0.0295639038086,4.9919128418
74.22,0.0228881835938,-0.0265121459961,4.98886108398
74.23,0.0228881835938,-0.0356674194336,4.9919128418
74.24,0.0259399414062,-0.0295639038086,4.9919128418
74.25,0.0259399414062,-0.0295639038086,4.9919128418
74.26,0.0167846679688,-0.0326156616211,4.98886108398
74.27,0.0259399414062,-0.0265121459961,4.9919128418
74.28,0.0228881835938,-0.0326156616211,4.98580932617
74.29,0.0228881835938,-0.0265121459961,4.98580932617
74.3,0.0259399414062,-0.0295639038086,4.98886108398
74.31,0.0228881835938,-0.0204086303711,4.98886108398
74.32,0.0228881835938,-0.0326156616211,4.9919128418
74.33,0.0228881835938,-0.0265121459961,4.98886108398
74.34,0.0228881835938,-0.0295639038086,4.98886108398
74.35,0.0137329101562,-0.0265121459961,4.9919128418
74.36,0.0198364257812,-0.0234603881836,4.9919128418
74.37,0.0106811523438,-0.0265121459961,4.9919128418
74.38,0.0137329101562,-0.0234603881836,4.98580932617
74.39,0.0198364257812,-0.0295639038086,4.9919128418
74.4,0.0167846679688,-0.0265121459961,4.9919128418
74.41,0.0228881835938,-0.0356674194336,4.98886108398
74.42,0.0228881835938,-0.0265121459961,4.98886108398
74.43,0.0259399414062,-0.0326156616211,4.98886108398
74.44,0.0198364257812,-0.0356674194336,4.98886108398
